name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,brand,mobile,total_sales
insecticide,ds,2008.0,action,0.06,0.0,0.0,0.0,55.0,70.0,everyone_over_ten,nintendo,1,0.06
super mahjong 2: honkaku 4jin uchi,super_nintendo_entertainment_system,1993.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,0,0.06
xgra: extreme g racing association,playstation_2,2003.0,racing,0.03,0.02,0.0,0.01,68.0,86.0,teen,sony,0,0.060000000000000005
mitsukete! keroro gunsou: machigai sagashi daisakusen de arimasu!,ds,2007.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
family trainer: treasure adventure,wii,2010.0,sports,0.0,0.05,0.0,0.01,,,na,nintendo,0,0.060000000000000005
pop'n music portable 2,playstation_portable,2011.0,misc,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
kamen rider: dragon knight,wii,2009.0,fighting,0.06,0.0,0.0,0.0,,,teen,nintendo,0,0.06
darksiders ii,xbox_one,2015.0,action,0.04,0.02,0.0,0.01,,,na,microsoft,0,0.06999999999999999
ys vs. sora no kiseki: alternative saga,playstation_portable,2010.0,fighting,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
naruto: ultimate ninja heroes (jp sales),playstation_portable,2006.0,fighting,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
akagawa jirou mystery: yasoukyoku - hon ni manekareta satsujin,ds,2008.0,adventure,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
ray tracers,playstation,1997.0,racing,0.04,0.02,0.0,0.0,,,na,sony,0,0.06
mario vs. donkey kong: tipping stars,3ds,2015.0,puzzle,0.0,0.0,0.06,0.0,70.0,75.0,everyone,nintendo,1,0.06
tournament of legends,wii,2010.0,fighting,0.04,0.02,0.0,0.01,45.0,69.0,teen,nintendo,0,0.06999999999999999
frogger: helmet chaos,ds,2005.0,platform,0.06,0.0,0.0,0.0,69.0,,everyone,nintendo,1,0.06
escape from bug island,wii,2006.0,action,0.04,0.01,0.01,0.0,37.0,50.0,mature,nintendo,0,0.060000000000000005
nicola kanshuu: model * oshare audition,ds,2010.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
hisshou pachinko*pachi-slot kouryaku series vol. 14: cr shinseiki evangelion: saigo no mono,playstation_2,2009.0,misc,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
cold stone creamery: scoop it up,wii,2009.0,misc,0.06,0.0,0.0,0.0,,,everyone,nintendo,0,0.06
my pet shop,ds,2008.0,simulation,0.06,0.0,0.0,0.0,60.0,,everyone,nintendo,1,0.06
james bond 007: blood stone,ds,2010.0,shooter,0.05,0.01,0.0,0.0,70.0,,teen,nintendo,1,0.060000000000000005
kururin paradise,gameboy_advanced,2002.0,puzzle,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
gradius collection,playstation_portable,2006.0,shooter,0.04,0.0,0.02,0.0,76.0,85.0,everyone,sony,1,0.06
kiniro no corda 2,playstation_2,2007.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
dynasty warriors vs,3ds,2012.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
fist of the north star: ken's rage 2,xbox_360,2012.0,fighting,0.03,0.01,0.02,0.0,55.0,71.0,mature,microsoft,0,0.06
gallop racer 2004,playstation_2,2004.0,sports,0.03,0.02,0.0,0.01,70.0,87.0,everyone,sony,0,0.060000000000000005
sunrise eiyuutan r,playstation_2,2000.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
rayman: hoodlum's revenge,gameboy_advanced,2005.0,platform,0.05,0.02,0.0,0.0,61.0,,everyone,nintendo,1,0.07
mobile suit gundam seed: never ending tomorrow,playstation_2,2004.0,shooter,0.03,0.02,0.0,0.01,45.0,78.0,teen,sony,0,0.060000000000000005
f1 2001,xbox,2001.0,racing,0.05,0.01,0.0,0.0,83.0,55.0,everyone,microsoft,0,0.060000000000000005
utawarerumono: futari no hakuoro,playstation_vita,2016.0,misc,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
fishing master (jp sales),wii,2007.0,sports,0.0,0.0,0.06,0.0,,,na,nintendo,0,0.06
ok! puzzle stars,ds,2010.0,puzzle,0.0,0.06,0.0,0.01,,,na,nintendo,1,0.06999999999999999
zill o'll infinite plus,playstation_portable,2009.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
tonka rescue patrol,game_cube,2003.0,action,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
gungriffon ii,saturn,1998.0,simulation,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
crimson gem saga,playstation_portable,2008.0,role-playing,0.06,0.0,0.0,0.0,78.0,75.0,teen,sony,1,0.06
monster tale,ds,2011.0,platform,0.06,0.0,0.0,0.0,79.0,80.0,everyone,nintendo,1,0.06
legend of the dragon,wii,2007.0,fighting,0.06,0.0,0.0,0.0,37.0,48.0,teen,nintendo,0,0.06
cel damage,game_cube,2002.0,racing,0.05,0.01,0.0,0.0,67.0,68.0,teen,nintendo,0,0.060000000000000005
backyard hockey,ds,2007.0,sports,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
famicom mini: balloon fight,gameboy_advanced,2004.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
steins;gate: senkei kousoku no phonogram,playstation_3,2013.0,adventure,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
seaman 2: peking genjin ikusei kit,playstation_2,2007.0,simulation,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
chou gekijouban keroro gunsou 3: tenkuu daibouken de arimasu!,ds,2008.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
sprung - a game where everyone scores,ds,2004.0,adventure,0.06,0.0,0.0,0.0,,,na,nintendo,1,0.06
mirror's edge catalyst,computer,2016.0,platform,0.01,0.05,0.0,0.0,74.0,44.0,teen,computer,0,0.060000000000000005
the pinball of the dead,gameboy_advanced,2002.0,misc,0.05,0.02,0.0,0.0,79.0,,teen,nintendo,1,0.07
growlanser iv: over reloaded,playstation_portable,2011.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
arc the lad: end of darkness,playstation_2,2004.0,role-playing,0.03,0.02,0.0,0.01,59.0,42.0,teen,sony,0,0.060000000000000005
the king of route 66,playstation_2,2003.0,racing,0.03,0.02,0.0,0.01,57.0,,teen,sony,0,0.060000000000000005
tom clancy's splinter cell: pandora tomorrow,gameboy_advanced,2004.0,action,0.05,0.02,0.0,0.0,68.0,62.0,teen,nintendo,1,0.07
western riding academy,ds,2010.0,simulation,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
bubble bobble also featuring rainbow islands,playstation,1995.0,puzzle,0.04,0.02,0.0,0.0,,,na,sony,0,0.06
intellivision lives!,game_cube,2004.0,misc,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
tokobot,playstation_portable,2005.0,platform,0.06,0.0,0.0,0.0,72.0,73.0,everyone,sony,1,0.06
monster madness: grave danger,playstation_3,2008.0,shooter,0.05,0.0,0.0,0.01,55.0,,teen,sony,0,0.060000000000000005
panzer tactics,ds,2007.0,strategy,0.06,0.0,0.0,0.0,,,na,nintendo,1,0.06
pro yaky? spirits 2013,playstation_vita,2013.0,sports,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
robotica,saturn,1994.0,shooter,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
super robot wars og: the moon dwellers,playstation_3,2016.0,misc,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
deathrow: underground team combat,xbox,2002.0,sports,0.05,0.01,0.0,0.0,,,na,microsoft,0,0.060000000000000005
the amazing spider-man 2 (2014),3ds,2014.0,action,0.03,0.03,0.0,0.01,,,na,nintendo,1,0.06999999999999999
paws & claws: marine rescue,ds,2011.0,simulation,0.06,0.0,0.0,0.0,,,na,nintendo,1,0.06
land of the dead: road to fiddler's green,xbox,2005.0,shooter,0.05,0.01,0.0,0.0,32.0,58.0,mature,microsoft,0,0.060000000000000005
odin sphere: leifthrasir,playstation_3,2016.0,role-playing,0.02,0.01,0.03,0.01,,70.0,teen,sony,0,0.06999999999999999
r-types,playstation,1998.0,shooter,0.04,0.02,0.0,0.0,,,na,sony,0,0.06
star fighter,playstation,1995.0,shooter,0.04,0.02,0.0,0.0,,,na,sony,0,0.06
game center cx: 3-choume no arino,3ds,2014.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
assetto corsa,playstation_4,2016.0,racing,0.0,0.05,0.0,0.01,73.0,62.0,everyone,sony,0,0.060000000000000005
nhl 2k9,wii,2008.0,sports,0.06,0.0,0.0,0.0,65.0,54.0,everyone_over_ten,nintendo,0,0.06
kuukan * zukei: hirameki training - kuutore,ds,2008.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
osu! tatakae! ouendan,ds,2005.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
dissidia: final fantasy universal tuning,playstation_portable,2009.0,fighting,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
fast food panic,wii,2009.0,simulation,0.06,0.0,0.0,0.0,57.0,,everyone,nintendo,0,0.06
"warhammer 40,000: squad command",ds,2007.0,strategy,0.05,0.01,0.0,0.01,57.0,79.0,teen,nintendo,1,0.07
johnny test,ds,2011.0,platform,0.06,0.0,0.0,0.0,,9.0,everyone,nintendo,1,0.06
one piece: burning blood,xbox_one,2016.0,fighting,0.03,0.02,0.0,0.01,60.0,58.0,teen,microsoft,0,0.060000000000000005
trackmania turbo,xbox_one,2016.0,action,0.02,0.04,0.0,0.0,76.0,77.0,everyone,microsoft,0,0.06
pro evolution soccer 2015,computer,2014.0,sports,0.0,0.06,0.0,0.0,82.0,58.0,na,computer,0,0.06
jewels of the ages,ds,2011.0,puzzle,0.03,0.02,0.0,0.01,,,everyone,nintendo,1,0.060000000000000005
meitantei conan: aoki houseki no rinbukyoku,ds,2011.0,adventure,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
the legend of heroes: trails in the sky second chapter,playstation_portable,2007.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
zero escape: zero time dilemma,playstation_vita,2016.0,adventure,0.03,0.0,0.02,0.01,83.0,83.0,mature,sony,1,0.060000000000000005
bionicle heroes,ds,2006.0,shooter,0.06,0.0,0.0,0.0,72.0,64.0,teen,nintendo,1,0.06
mystic heroes,playstation_2,2002.0,action,0.03,0.02,0.0,0.01,67.0,86.0,teen,sony,0,0.060000000000000005
tron 2.0: killer app,gameboy_advanced,2004.0,action,0.04,0.02,0.0,0.0,68.0,,everyone,nintendo,1,0.06
jurassic park iii: park builder,gameboy_advanced,2001.0,simulation,0.04,0.02,0.0,0.0,65.0,80.0,everyone,nintendo,1,0.06
unchained blades ,playstation_portable,2011.0,role-playing,0.0,0.0,0.06,0.0,61.0,75.0,teen,sony,1,0.06
nhl legacy,xbox_360,2015.0,action,0.06,0.0,0.0,0.01,,,na,microsoft,0,0.06999999999999999
rurouni kenshin: meiji kenkaku romantan saisen,playstation_portable,2011.0,fighting,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
santa claus is comin' to town!,ds,2011.0,puzzle,0.06,0.0,0.0,0.0,,,na,nintendo,1,0.06
disney infinity 2.0: marvel super heroes,playstation_vita,2015.0,action,0.0,0.05,0.0,0.01,,,na,sony,1,0.060000000000000005
octomania,wii,2007.0,puzzle,0.06,0.0,0.0,0.0,66.0,,everyone,nintendo,0,0.06
godzilla (2014),playstation_3,2014.0,action,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
code geass: hangyaku no lelouch - lost colors,playstation_2,2008.0,adventure,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
showtime championship boxing,wii,2007.0,fighting,0.06,0.0,0.0,0.0,35.0,47.0,everyone_over_ten,nintendo,0,0.06
lego bionicle,gameboy_advanced,2001.0,platform,0.04,0.02,0.0,0.0,,,everyone,nintendo,1,0.06
ansatsu kyoushitsu: assassin ikusei keikaku!!,3ds,2016.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
power shovel,playstation,2000.0,action,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
bomberman land,playstation_portable,2007.0,misc,0.06,0.0,0.0,0.0,55.0,78.0,everyone,sony,1,0.06
a lli s.v.: a ressha de gyoukou 3 super version,super_nintendo_entertainment_system,1995.0,simulation,0.0,0.0,0.06,0.0,,,na,nintendo,0,0.06
my pet chimp,ds,2010.0,simulation,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
generator rex: agent of providence,xbox_360,2011.0,action,0.05,0.01,0.0,0.0,,40.0,everyone_over_ten,microsoft,0,0.060000000000000005
chrysler classic racing,wii,2008.0,racing,0.06,0.0,0.0,0.0,40.0,,everyone,nintendo,0,0.06
spy games: elevator mission,wii,2007.0,shooter,0.06,0.0,0.0,0.0,,,teen,nintendo,0,0.06
the book of unwritten tales: the critter chronicles,computer,2011.0,action,0.0,0.05,0.0,0.01,,,na,computer,0,0.060000000000000005
steins;gate,playstation_3,2012.0,adventure,0.01,0.02,0.02,0.01,83.0,87.0,mature,sony,0,0.060000000000000005
nights of azure,playstation_4,2015.0,action,0.03,0.02,0.0,0.01,67.0,76.0,teen,sony,0,0.060000000000000005
strike force bowling,game_cube,2005.0,sports,0.05,0.01,0.0,0.0,47.0,,everyone,nintendo,0,0.060000000000000005
age of empires online,computer,2011.0,strategy,0.01,0.04,0.0,0.01,70.0,56.0,everyone_over_ten,computer,0,0.060000000000000005
earth defense force 2017 portable,playstation_vita,2012.0,action,0.0,0.0,0.06,0.0,68.0,79.0,teen,sony,1,0.06
atelier iris 2: the azoth of destiny,playstation_2,2005.0,role-playing,0.03,0.02,0.0,0.01,68.0,78.0,everyone_over_ten,sony,0,0.060000000000000005
spy fox in dry cereal,wii,2008.0,adventure,0.06,0.0,0.0,0.0,,,everyone,nintendo,0,0.06
there,playstation,2002.0,simulation,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
tokimeki no houkago,playstation,1998.0,misc,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
championship surfer,playstation,2000.0,sports,0.03,0.02,0.0,0.0,57.0,,everyone,sony,0,0.05
zumba fitness core,wii,2012.0,misc,0.0,0.06,0.0,0.01,,,everyone_over_ten,nintendo,0,0.06999999999999999
lego batman 3: beyond gotham,computer,2014.0,action,0.0,0.06,0.0,0.0,,68.0,everyone_over_ten,computer,0,0.06
di-gata defenders,ds,2008.0,role-playing,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
monster garage,xbox,2004.0,strategy,0.05,0.01,0.0,0.0,38.0,,teen,microsoft,0,0.060000000000000005
zhuzhu pets: quest for zhu,ds,2011.0,misc,0.06,0.0,0.0,0.0,,,na,nintendo,1,0.06
akai katana shin,xbox_360,2011.0,shooter,0.04,0.0,0.01,0.0,,,na,microsoft,0,0.05
a-train: city simulator,3ds,2014.0,simulation,0.0,0.0,0.06,0.0,65.0,,everyone_over_ten,nintendo,1,0.06
tecmo classic arcade,xbox,2005.0,misc,0.05,0.01,0.0,0.0,55.0,,everyone,microsoft,0,0.060000000000000005
2 games in 1: sonic pinball party & columns crown,gameboy_advanced,2005.0,misc,0.04,0.02,0.0,0.0,,,na,nintendo,1,0.06
mad maestro!,playstation_2,2001.0,misc,0.03,0.02,0.0,0.01,,,na,sony,0,0.060000000000000005
densha de go! 3 tsuukinhen,playstation_2,2001.0,simulation,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
biker mice from mars,playstation_2,2006.0,racing,0.03,0.02,0.0,0.01,27.0,,everyone_over_ten,sony,0,0.060000000000000005
from the abyss,ds,2008.0,role-playing,0.06,0.0,0.0,0.0,59.0,80.0,everyone,nintendo,1,0.06
jewel quest iv: heritage,ds,2011.0,puzzle,0.0,0.05,0.0,0.01,,,everyone,nintendo,1,0.060000000000000005
daito giken koushiki pachi-slot simulator: ossu! banchou portable,playstation_portable,2006.0,misc,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
sudoku ball detective,ds,2009.0,puzzle,0.06,0.0,0.0,0.0,54.0,,everyone_over_ten,nintendo,1,0.06
the lego movie videogame,computer,2014.0,action,0.02,0.04,0.0,0.0,68.0,68.0,everyone_over_ten,computer,0,0.06
ducktales: remastered,wii_u,2013.0,action,0.06,0.0,0.0,0.01,76.0,79.0,everyone,nintendo,1,0.06999999999999999
giants: citizen kabuto,playstation_2,2001.0,shooter,0.03,0.02,0.0,0.01,79.0,69.0,teen,sony,0,0.060000000000000005
steins;gate,xbox_360,2009.0,adventure,0.0,0.0,0.06,0.0,,,na,microsoft,0,0.06
crayon shin-chan: arashi o yobu kasukabe eiga stars!,3ds,2014.0,adventure,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
star wars knights of the old republic ii: the sith lords,computer,2005.0,role-playing,0.01,0.04,0.0,0.01,,,na,computer,0,0.060000000000000005
mx vs. atv supercross,xbox_360,2014.0,racing,0.03,0.02,0.0,0.01,48.0,48.0,everyone,microsoft,0,0.060000000000000005
grand kingdom,playstation_vita,2015.0,role-playing,0.01,0.01,0.04,0.01,76.0,88.0,teen,sony,1,0.06999999999999999
risen 3: titan lords,playstation_4,2015.0,role-playing,0.0,0.05,0.0,0.01,,,na,sony,0,0.060000000000000005
guilty gear xx accent core plus,playstation_2,2008.0,fighting,0.03,0.02,0.0,0.01,,80.0,teen,sony,0,0.060000000000000005
lego batman: the videogame,computer,2008.0,action,0.02,0.03,0.0,0.01,80.0,78.0,everyone_over_ten,computer,0,0.060000000000000005
alone in the dark,playstation_2,2008.0,adventure,0.03,0.02,0.0,0.01,47.0,54.0,mature,sony,0,0.060000000000000005
muppets party cruise,playstation_2,2003.0,misc,0.03,0.02,0.0,0.01,61.0,80.0,everyone,sony,0,0.060000000000000005
higurashi daybreak portable,playstation_portable,2008.0,adventure,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
shonen jump's one piece: grand battle,game_cube,2005.0,fighting,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
transformer: rise of the dark spark,wii_u,2014.0,action,0.04,0.01,0.0,0.01,,,na,nintendo,1,0.060000000000000005
barbie horse adventures: wild horse rescue,xbox,2003.0,sports,0.05,0.01,0.0,0.0,,,na,microsoft,0,0.060000000000000005
blast lacrosse,playstation,2001.0,sports,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
kikou heidan j-phoenix,playstation_2,2001.0,action,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
backyard nfl football '10,playstation_2,2009.0,sports,0.03,0.02,0.0,0.01,,,na,sony,0,0.060000000000000005
dreamworks super star kartz,xbox_360,2011.0,racing,0.05,0.01,0.0,0.0,,,everyone,microsoft,0,0.060000000000000005
earth defense force 4.1: the shadow of new despair,playstation_4,2015.0,shooter,0.03,0.02,0.0,0.01,64.0,79.0,mature,sony,0,0.060000000000000005
legend of kay,ds,2010.0,action,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
shonen jump's shaman king: legacy of the spirits - soaring hawk/sprinting wolf,gameboy_advanced,2005.0,action,0.04,0.02,0.0,0.0,,,na,nintendo,1,0.06
bubble bobble: old & new,gameboy_advanced,2002.0,puzzle,0.04,0.02,0.0,0.0,,,na,nintendo,1,0.06
speed,wii,2010.0,racing,0.04,0.02,0.0,0.01,,,everyone,nintendo,0,0.06999999999999999
naruto shippuden: gekito ninja taisen! special,wii,2010.0,fighting,0.0,0.0,0.06,0.0,,,na,nintendo,0,0.06
jissen pachislot secrets! fist of the north star f - seikimatsu kyuuseishu densetsu,playstation_3,2012.0,action,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
kekkon: marriage,saturn,1995.0,adventure,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
kimikiss,playstation_2,2006.0,adventure,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
nicola kanshuu: model * oshare audition 2,3ds,2011.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
cold fear,xbox,2005.0,action,0.05,0.01,0.0,0.0,71.0,76.0,mature,microsoft,0,0.060000000000000005
imagine: gymnast,ds,2008.0,simulation,0.05,0.01,0.0,0.0,,,everyone,nintendo,1,0.060000000000000005
hisshou pachinko*pachi-slot kouryaku series portable vol. 1: shinseiki evangelion - tamashii no kiseki,playstation_portable,2010.0,misc,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
challenge me: brain puzzles,ds,2009.0,puzzle,0.06,0.0,0.0,0.0,65.0,,everyone,nintendo,1,0.06
shining force feather,ds,2009.0,strategy,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
the technomancer,playstation_4,2016.0,role-playing,0.02,0.04,0.0,0.01,60.0,67.0,mature,sony,0,0.06999999999999999
kurupoto cool cool stars,ds,2007.0,action,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
attack on titan (koei),playstation_3,2016.0,action,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
cocoto kart racer,wii,2008.0,racing,0.06,0.0,0.0,0.0,,,everyone,nintendo,0,0.06
mobile suit gundam 00: gundam meisters,playstation_2,2008.0,action,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
imagine: cheerleader,ds,2009.0,simulation,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
nazotoki battle tore! densetsu no makyuu o fukkatsu saseyo! ,3ds,2014.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
theme park,ds,2007.0,simulation,0.0,0.02,0.03,0.0,72.0,76.0,everyone,nintendo,1,0.05
call of cthulhu: dark corners of the earth,xbox,2005.0,adventure,0.05,0.01,0.0,0.0,77.0,81.0,mature,microsoft,0,0.060000000000000005
the great escape,xbox,2003.0,action,0.05,0.01,0.0,0.0,55.0,,teen,microsoft,0,0.060000000000000005
blur,computer,2010.0,racing,0.01,0.04,0.0,0.01,81.0,74.0,everyone_over_ten,computer,0,0.060000000000000005
super robot wars og saga masou kishin f: coffin of the end,playstation_3,2014.0,strategy,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
the next big thing,computer,2011.0,adventure,0.0,0.05,0.0,0.01,75.0,79.0,everyone_over_ten,computer,0,0.060000000000000005
metal gear solid: social ops,playstation_2,2002.0,action,0.03,0.02,0.0,0.01,,,na,sony,0,0.060000000000000005
minna no ds seminar: kanpeki eitango ryoku,ds,2006.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
kirarin * revolution: minna de odorou furi furi debut!,ds,2008.0,simulation,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
penpen triicelon,dreamcast,1998.0,racing,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
salt lake 2002,gameboy_advanced,2002.0,sports,0.04,0.02,0.0,0.0,55.0,,everyone,nintendo,1,0.06
sbk 2011: fim superbike world championship,xbox_360,2011.0,racing,0.0,0.05,0.0,0.01,,,na,microsoft,0,0.060000000000000005
dropcast,ds,2008.0,puzzle,0.06,0.0,0.0,0.0,66.0,,everyone,nintendo,1,0.06
alien syndrome,wii,2007.0,role-playing,0.05,0.0,0.0,0.0,48.0,71.0,teen,nintendo,0,0.05
vexx,game_cube,2003.0,platform,0.05,0.01,0.0,0.0,71.0,73.0,teen,nintendo,0,0.060000000000000005
crazy chicken tales,wii,2009.0,action,0.06,0.0,0.0,0.0,,,everyone_over_ten,nintendo,0,0.06
hagane no renkinjutsushi - fullmetal alchemist: yakusoku no hi e,playstation_portable,2010.0,action,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
mega man battle network 5: double team ds (us sales),ds,2005.0,role-playing,0.06,0.0,0.0,0.0,,,na,nintendo,1,0.06
attack on titan (koei),xbox_one,2016.0,action,0.02,0.03,0.0,0.0,,,na,microsoft,0,0.05
batman: rise of sin tzu,game_cube,2003.0,action,0.05,0.01,0.0,0.0,63.0,,teen,nintendo,0,0.060000000000000005
secret files: tunguska,wii,2008.0,adventure,0.04,0.01,0.0,0.0,65.0,76.0,teen,nintendo,0,0.05
everquest ii: destiny of velious,computer,2011.0,role-playing,0.06,0.0,0.0,0.0,,74.0,teen,computer,0,0.06
unreal tournament iii,computer,2007.0,shooter,0.0,0.05,0.0,0.01,83.0,80.0,mature,computer,0,0.060000000000000005
disney sports skateboarding,game_cube,2002.0,sports,0.05,0.01,0.0,0.0,36.0,47.0,everyone,nintendo,0,0.060000000000000005
summon night 6: lost borders,playstation_vita,2016.0,action,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
summon night 2,ds,2008.0,role-playing,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
chou soujuu mecha mg,ds,null,simulation,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
pro evolution soccer 2012,playstation_2,2011.0,action,0.0,0.0,0.06,0.0,,82.0,everyone,sony,0,0.06
grey's anatomy: the video game,wii,2009.0,adventure,0.05,0.01,0.0,0.0,65.0,,teen,nintendo,0,0.060000000000000005
terminator 3: the redemption,xbox,2004.0,shooter,0.05,0.01,0.0,0.0,66.0,86.0,teen,microsoft,0,0.060000000000000005
arkanoid ds,ds,2007.0,puzzle,0.06,0.0,0.0,0.0,61.0,70.0,everyone,nintendo,1,0.06
call of duty 2,computer,2005.0,shooter,0.0,0.05,0.0,0.01,86.0,84.0,teen,computer,0,0.060000000000000005
big bang mini,ds,2009.0,shooter,0.05,0.0,0.0,0.0,78.0,82.0,everyone,nintendo,1,0.05
rurouni kenshin: meiji kenyaku romantan - kansen,playstation_portable,2012.0,action,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
chevrolet camaro: wild ride,wii,2010.0,racing,0.06,0.0,0.0,0.0,,,everyone,nintendo,0,0.06
genkai tokki: moero crystal,playstation_vita,2015.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
project setsuna,playstation_4,2016.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
serious sam ii,xbox,2005.0,shooter,0.05,0.01,0.0,0.0,72.0,67.0,mature,microsoft,0,0.060000000000000005
neon genesis evangelion,nintendo_64,1999.0,adventure,0.0,0.0,0.06,0.0,,,na,nintendo,0,0.06
song of the deep,xbox_one,2016.0,action,0.05,0.0,0.0,0.01,66.0,69.0,everyone,microsoft,0,0.060000000000000005
jojo's bizarre adventure: all star battle,3ds,2012.0,fighting,0.06,0.0,0.0,0.0,,,na,nintendo,1,0.06
digimon all-star rumble,xbox_360,2014.0,fighting,0.05,0.01,0.0,0.01,,57.0,everyone_over_ten,microsoft,0,0.07
the legend of heroes vii: the trail of blue,playstation_vita,2014.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
motogp 10/11,xbox_360,2011.0,racing,0.0,0.05,0.0,0.01,72.0,,everyone,microsoft,0,0.060000000000000005
cabela's big game hunter (2008),xbox_360,2007.0,sports,0.06,0.0,0.0,0.0,51.0,,teen,microsoft,0,0.06
dead rising 2: off the record,computer,2011.0,action,0.04,0.02,0.0,0.01,66.0,53.0,mature,computer,0,0.06999999999999999
flipnic: ultimate pinball,playstation_2,2003.0,misc,0.03,0.02,0.0,0.01,64.0,81.0,everyone,sony,0,0.060000000000000005
ico,playstation_3,2011.0,action,0.0,0.0,0.06,0.0,,74.0,teen,sony,0,0.06
eigo de tabisuru: little charo,ds,2011.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
world series of poker 2008: battle for the bracelets,ds,2007.0,misc,0.05,0.0,0.0,0.0,,,teen,nintendo,1,0.05
nba hangtime,playstation,1996.0,sports,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
busy scissors,ds,2010.0,simulation,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
